"","NR_CONVENIO","ID_PROPOSTA","SIT_CONVENIO","INSTRUMENTO_ATIVO","IND_OPERA_OBTV","DIA_INIC_VIGENC_CONV","DIA_FIM_VIGENC_CONV","Ano_FIM","DIA_FIM_VIGENC_ORIGINAL_CONV","VL_GLOBAL_CONV","VL_REPASSE_CONV","VL_CONTRAPARTIDA_CONV","VALOR_GLOBAL_ORIGINAL_CONV","VALOR_REPASSE_EMENDA","MUNICIPIO","OBJETO_PROPOSTA","NATUREZA_JURIDICA","NM_PROPONENTE","DESC_ORGAO_SUP","DESC_ORGAO","PORCENT_EMENDA","PORCENT_CONTRAPARTIDA","ATRASO","MESES_ATRASO"
"228",803914,862751,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","20/06/2014","20/06/2016",2016,"20/06/2016",1799494.1,1482100,317394.1,NA,1482100,"QUEIMADOS","Implantação de Pavimentação em vias Públicas Urbanas","Administração Pública Municipal","MUNICIPIO DE QUEIMADOS","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",82.36,17.64,"Nao",0
"229",803991,863202,"Convênio Anulado","NÃO","SIM","17/06/2014","01/09/2016",2016,"01/03/2016",3700000,3657900,42100,NA,3657900,"ITABORAI","Pavimentação no Município de Itaboraí/RJ.","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98.86,1.14,"Sim",6
"230",803997,863535,"Convênio Anulado","NÃO","SIM","11/07/2014","11/09/2016",2016,"11/09/2016",406384.17,341783,64601.17,NA,341783,"RESENDE","Pavimentação e Drenagem no Município de Resende/RJ","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",84.1,15.9,"Nao",0
"231",804020,857503,"Prestação de Contas em Análise","SIM","SIM","27/06/2014","26/06/2016",2015,"27/06/2015",454926.48,409433.83,45492.65,NA,0,"RESENDE","Reforma da Praça da COHAB","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DE MINAS E ENERGIA","INDUSTRIAS NUCLEARES DO BRASIL S/A",0,10,"Sim",12
"232",804080,863747,"Prestação de Contas enviada para Análise","SIM","SIM","03/07/2014","24/11/2018",2016,"03/10/2016",1025642,1e+06,25642,NA,1e+06,"NITEROI","Implantação de espaços públicos audiovisuais educativos no município de Niterói/RJ.","Administração Pública Municipal","MUNICIPIO DE NITEROI","MINIST. DA CIENCIA, TECNOL., INOV. E COMUNICACOES","MINIST. DA CIENCIA, TECNOL., INOV. E COMUNICACOES",97.5,2.5,"Sim",26
"233",804148,849704,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","25/02/2014","31/12/2015",2015,"31/12/2015",5e+05,493100,6900,NA,493100,"SANTA MARIA MADALENA","PAVIMENTAÇÃO ASFALTICA NO TRECHO QUE LIGA O BAIRRO ITAPORANGA AO BAIRRO VILA MARIA.","Administração Pública Municipal","MUNICIPIO DE SANTA MARIA MADALENA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98.62,1.38,"Nao",0
"234",804171,849907,"Prestação de Contas Concluída","NÃO","SIM","24/06/2014","30/08/2019",2016,"26/02/2016",404529.02,394200,10329.02,4e+05,394200,"SAO FRANCISCO DE ITABAPOANA","Pavimentação de Ruas no Município de São Francisco de Itabapoana/RJ.","Administração Pública Municipal","MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",97.45,2.55,"Sim",43
"235",804174,849942,"Prestação de Contas Concluída","NÃO","SIM","24/06/2014","30/08/2019",2016,"26/02/2016",517851.97,493100,24751.97,5e+05,493100,"SAO FRANCISCO DE ITABAPOANA","Pavimentação de Ruas no Município de São Francisco de Itabapoana/RJ.","Administração Pública Municipal","MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",95.22,4.78,"Sim",43
"236",804215,850676,"Convênio Anulado","NÃO","SIM","01/09/2014","30/09/2016",2016,"30/09/2016",555319.62,493100,62219.62,NA,493100,"PATY DO ALFERES","Implantação de pavimentação","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",88.8,11.2,"Nao",0
"237",804220,850794,"Convênio Anulado","NÃO","SIM","01/09/2014","30/09/2016",2016,"30/09/2016",500112.96,493100,7012.96,NA,493100,"PATY DO ALFERES","Implantação de Pavimentação","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98.6,1.4,"Nao",0
"238",804246,852157,"Prestação de Contas Concluída","NÃO","SIM","23/07/2014","30/06/2018",2016,"23/09/2016",710762.2,710051.44,710.76,750271.3,710051.44,"VASSOURAS","Implantação de abrigos urbanos","Administração Pública Municipal","MUNICIPIO DE VASSOURAS","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",99.9,0.1,"Sim",22
"239",804271,859994,"Convênio Anulado","NÃO","SIM","24/09/2014","24/09/2016",2016,"24/09/2016",2150200,1975200,175000,NA,1975200,"ANGRA DOS REIS","Urbanização da Praia de Monsuaba.","Administração Pública Municipal","MUNICIPIO DE ANGRA DOS REIS","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",91.86,8.14,"Nao",0
"240",804550,860955,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","15/08/2014","15/08/2016",2016,"15/08/2016",1007800,987600,20200,NA,0,"MIRACEMA","Implantação de Pavimentação em Vias Públicas","Administração Pública Municipal","MUNICIPIO DE MIRACEMA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",0,2,"Nao",0
"241",804908,830301,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","30/05/2014","30/05/2015",2015,"30/05/2015",1003000,880425,122575,NA,880425,"SAO GONCALO","CONSTRUÇÃO DE QUADRAS POLIESPORTIVAS.","Administração Pública Municipal","MUNICIPIO DE SAO GONCALO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",87.78,12.22,"Nao",0
"242",804910,834796,"Em execução","SIM","SIM","28/07/2014","30/09/2020",2016,"29/04/2016",878404.5,877500,904.5,904500,877500,"PORCIUNCULA","Reforma do Campo de futebol - Estádio Municipal Albino Friaça","Administração Pública Municipal","MUNICIPIO DE PORCIUNCULA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",99.9,0.1,"Sim",54
"243",804920,846994,"Prestação de Contas em Análise","SIM","SIM","24/07/2014","29/05/2020",2016,"24/09/2016",567977.51,546112.65,21864.86,607554.4,546112.65,"RIO CLARO","Modernização do Ginásio Batatão - no Bairro Guarita , 1º Distrito de Rio Claro/RJ","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",96.15,3.85,"Sim",45
"244",804924,847382,"Convênio Anulado","NÃO","SIM","23/07/2014","31/12/2017",2016,"23/09/2016",1054766.35,877500,177266.35,903456.8,877500,"VASSOURAS","Construção de Cobertura nas Quadras de Andrade Pinto, Andrade Costa e Esquina da Alegria.","Administração Pública Municipal","MUNICIPIO DE VASSOURAS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",83.19,16.81,"Sim",15
"245",804985,852613,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","05/03/2014","05/03/2015",2015,"05/03/2015",1612500,1462500,150000,NA,1462500,"RIO BONITO","Construção de um ginásio poliesportivo","Administração Pública Municipal","MUNICIPIO DE RIO BONITO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",90.7,9.3,"Nao",0
"246",805009,860303,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/10/2014","30/08/2015",2015,"30/08/2015",536250,487500,48750,NA,487500,"DUQUE DE CAXIAS","Implantação de Academia Popular em Praça Pública","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",90.91,9.09,"Nao",0
"247",805013,854336,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","20/06/2014","20/06/2015",2015,"20/06/2015",494812.5,487500,7312.5,NA,487500,"BELFORD ROXO","REFORMA DE QUADRA NO MUNICÍPIO DE BELFORD ROXO","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",98.52,1.48,"Nao",0
"248",805060,857375,"Prestação de Contas Iniciada Por Antecipação","SIM","SIM","26/11/2014","31/12/2020",2016,"30/09/2016",408929.48,390000,18929.48,397800,390000,"SAPUCAIA","Construção e/ou Reforma da Quadra Esportiva do Clube dos Duzentos.","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",95.37,4.63,"Sim",52
"249",805074,858532,"Convênio Anulado","NÃO","SIM","09/07/2014","31/01/2018",2015,"31/01/2015",541666.66,487500,54166.66,NA,487500,"NOVA FRIBURGO","Construção de quadras poliesportivas.","Administração Pública Municipal","MUNICIPIO DE NOVA FRIBURGO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",90,10,"Sim",37
"250",805087,859276,"Prestação de Contas Concluída","NÃO","SIM","01/07/2014","20/11/2019",2016,"01/04/2016",4363028.45,3997500,365528.45,4317300,3997500,"NILOPOLIS","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA.","Administração Pública Municipal","MUNICIPIO DE NILOPOLIS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",91.62,8.38,"Sim",44
"251",805093,859537,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/10/2014","01/10/2015",2015,"01/10/2015",689400,682500,6900,NA,682500,"SAO JOAO DE MERITI","CONSTRUÇÃO DE MINI CAMPO DE FUTEBOL","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",99,1,"Nao",0
"252",805094,859543,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/10/2014","01/10/2015",2015,"01/10/2015",394000,390000,4000,NA,390000,"SAO JOAO DE MERITI","CONSTRUÇÃO DE QUADRA DE ESPORTE.","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",98.98,1.02,"Nao",0
"253",805103,860533,"Prestação de Contas Concluída","NÃO","SIM","09/09/2014","12/12/2018",2017,"26/01/2017",1848794.68,975000,873794.68,1495800.65,975000,"NOVA IGUACU","Implantação e modernização de Vila Olímpica no Centro de Nova Iguaçu,RJ.","Administração Pública Municipal","MUNICIPIO DE NOVA IGUACU","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",52.74,47.26,"Sim",23
"254",805134,861353,"Convênio Anulado","NÃO","SIM","07/07/2014","02/06/2016",2015,"02/06/2015",751250,731250,20000,NA,731250,"SAO FIDELIS","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA.","Administração Pública Municipal","MUNICIPIO DE SAO FIDELIS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.34,2.66,"Sim",12
"255",805143,861719,"Convênio Anulado","NÃO","SIM","30/06/2014","22/12/2015",2015,"22/12/2015",3e+06,2925000,75000,NA,2925000,"ITAGUAI","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA NO MUNICÍPIO DE ITAGUAÍ-RJ","Administração Pública Municipal","MUNICIPIO DE ITAGUAI","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.5,2.5,"Nao",0
"256",805158,862228,"Em execução","SIM","SIM","11/09/2014","31/12/2020",2016,"11/09/2016",245938.16,242043.75,3894.41,263303.75,242043.75,"PORTO REAL","Aquisição de equipamentos permanentes - Porto Real (RJ)","Administração Pública Municipal","MUNICIPIO DE PORTO REAL","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",98.42,1.58,"Sim",52
"257",805185,863732,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","30/03/2014","30/03/2015",2015,"30/03/2015",250000,243750,6250,NA,243750,"SEROPEDICA","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA","Administração Pública Municipal","MUNICIPIO DE SEROPEDICA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.5,2.5,"Nao",0
"258",805204,866247,"Prestação de Contas Concluída","NÃO","SIM","11/07/2014","15/02/2019",2016,"11/09/2016",425001.53,390000,35001.53,421200,390000,"RESENDE","Construção de Quadra Poliesportiva no Município de Resende","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",91.76,8.24,"Sim",30
"259",805221,850663,"Em execução","SIM","SIM","30/12/2014","31/08/2020",2015,"26/09/2015",605000,592000,13000,NA,592000,"CONCEICAO DE MACABU","Implantação de pavimentação em vias publicas urbanas.","Administração Pública Municipal","MUNICIPIO DE CONCEICAO DE MACABU","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",97.85,2.15,"Sim",60
"260",805300,849528,"Em execução","SIM","SIM","09/04/2015","31/12/2020",2016,"01/08/2016",1e+06,975000,25000,NA,975000,"CACHOEIRAS DE MACACU","Reforma do terminal Rodoviário de Cachoeiras de Macacu","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",97.5,2.5,"Sim",54
"261",805302,849829,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","20/06/2014","20/06/2015",2015,"20/06/2015",494812.5,487500,7312.5,NA,487500,"BELFORD ROXO","CONSTRUÇÃO DE CONCHA ACÚSTICA NO MUNICIPIO DE BELFORD ROXO","Administração Pública Municipal","MUNICIPIO DE BELFORD ROXO","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98.52,1.48,"Nao",0
"262",805342,854309,"Convênio Anulado","NÃO","SIM","29/09/2014","01/03/2017",2016,"01/03/2016",895408.16,877500,17908.16,NA,877500,"IGUABA GRANDE","Construção do Pier Turístico de Iguaba Grande urbanização do entorno.","Administração Pública Municipal","MUNICIPIO DE IGUABA GRANDE","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98,2,"Sim",12
"263",805374,859432,"Convênio Anulado","NÃO","SIM","18/12/2014","01/09/2017",2017,"01/09/2017",397800,390000,7800,NA,390000,"MIGUEL PEREIRA","Sinalização Turística no Município de Miguel Pereira.","Administração Pública Municipal","MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98.04,1.96,"Nao",0
"264",805399,863090,"Convênio Anulado","NÃO","SIM","02/07/2014","01/12/2016",2016,"01/03/2016",5e+05,487500,12500,NA,487500,"SAO JOSE DO VALE DO RIO PRETO","Construção de Pórticos e infraestrutura turística no parque de Exposições Antonio Pacheco Botelho Filho","Administração Pública Municipal","MUNICIPIO DE SAO JOSE DO VALE DO RIO PRETO","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",97.5,2.5,"Sim",9
"265",805535,860695,"Convênio Anulado","NÃO","SIM","04/07/2014","25/09/2016",2016,"25/09/2016",1041056.1,987600,53456.1,NA,987600,"VOLTA REDONDA","Contenção das margens do Córrego São Geraldo.","Administração Pública Municipal","MUNICIPIO DE VOLTA REDONDA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",94.87,5.13,"Nao",0
"266",805550,862819,"Convênio Anulado","NÃO","SIM","09/07/2014","15/04/2018",2016,"17/04/2016",705000,690900,14100,NA,690900,"NOVA FRIBURGO","Construção de ciclovia no centro da cidade.","Administração Pública Municipal","MUNICIPIO DE NOVA FRIBURGO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",98,2,"Sim",24
"267",805552,863028,"Convênio Anulado","NÃO","SIM","09/07/2014","17/12/2017",2015,"17/12/2015",1007755.1,987600,20155.1,NA,987600,"NOVA FRIBURGO","Ações de Planejamento Urbano","Administração Pública Municipal","MUNICIPIO DE NOVA FRIBURGO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",98,2,"Sim",24
"268",805783,860661,"Convênio Anulado","NÃO","SIM","11/12/2014","30/04/2019",2015,"18/12/2015",861000,859950,1050,NA,859950,"SUMIDOURO","PAVIMENTAÇÃO E DRENAGEM","Administração Pública Municipal","MUNICIPIO DE SUMIDOURO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",99.88,0.12,"Sim",41
"269",806109,848672,"Em execução","SIM","SIM","08/07/2014","31/12/2020",2016,"01/03/2016",5e+05,487500,12500,NA,487500,"TANGUA","Construção de praça multi eventos de Tanguá.","Administração Pública Municipal","MUNICIPIO DE TANGUA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",97.5,2.5,"Sim",59
"270",806121,851244,"Convênio Anulado","NÃO","SIM","10/07/2014","10/09/2017",2017,"10/09/2017",250000,243750,6250,NA,243750,"PARATI","Reforma e ampliação da Praça da Paz no Município de Paraty.","Administração Pública Municipal","MUNICIPIO DE PARATI","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",97.5,2.5,"Nao",0
"271",806156,857887,"Convênio Anulado","NÃO","SIM","11/09/2014","01/10/2016",2016,"01/10/2016",962929.33,874488.23,88441.1,NA,874488.23,"NILOPOLIS","REFORMA DA ENTRADA DO PARQUE DE EVENTOS DO MUNICIPIO DE NILÓPOLIS","Administração Pública Municipal","MUNICIPIO DE NILOPOLIS","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",90.82,9.18,"Nao",0
"272",806189,861772,"Convênio Anulado","NÃO","SIM","01/09/2014","01/09/2017",2017,"01/09/2017",488000,487500,500,NA,487500,"PATY DO ALFERES","URBANIZAÇÃO DO LAGO DE PALMARES, EM PATY DOS ALFERES - RJ","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",99.9,0.1,"Nao",0
"273",806201,862410,"Convênio Anulado","NÃO","SIM","29/09/2014","01/09/2016",2016,"01/03/2016",250000,195000,55000,NA,195000,"CASIMIRO DE ABREU","Infraestrutura do Parque Natural Municipal Corrego da Luz no Município de Casimiro de Abreu/RJ.","Administração Pública Municipal","MUNICIPIO DE CASIMIRO DE ABREU","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",78,22,"Sim",6
"274",806204,862629,"Convênio Anulado","NÃO","SIM","07/07/2014","31/12/2015",2015,"31/12/2015",337600,327600,10000,NA,327600,"SAO FIDELIS","Construção de dois  Portais Turísticos.","Administração Pública Municipal","MUNICIPIO DE SAO FIDELIS","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",97.04,2.96,"Nao",0
"275",806211,863051,"Convênio Anulado","NÃO","SIM","14/07/2014","01/03/2016",2016,"01/03/2016",4e+05,390000,10000,NA,390000,"ITABORAI","Implantação de Infraestrutura Turística no Município de Itaboraí/RJ. Construção de Praça no Município de Itaboraí, no Distrito de Sambaetiba.","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",97.5,2.5,"Nao",0
"276",806263,854317,"Em execução","SIM","SIM","29/09/2014","31/12/2020",2016,"01/03/2016",342000,334425,7575,NA,334425,"IGUABA GRANDE","Cobertura de Quadra Poliesportiva","Administração Pública Municipal","MUNICIPIO DE IGUABA GRANDE","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.79,2.21,"Sim",59
"277",806267,861790,"Convênio Anulado","NÃO","SIM","27/06/2014","27/01/2016",2016,"27/01/2016",2e+06,1950000,50000,NA,1950000,"ITAGUAI","IMPLANTAÇÃO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER DO MUNICÍPIO DE ITAGUAÍ-RJ","Administração Pública Municipal","MUNICIPIO DE ITAGUAI","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.5,2.5,"Nao",0
"278",806338,858618,"Convênio Anulado","NÃO","SIM","27/08/2014","27/09/2016",2016,"27/09/2016",2262260,2174400,87860,NA,2174400,"BARRA DO PIRAI","Obra de arte especial - Implantaçao da Ponte sobre Rio Piraí, com pavimentação, calçada, sinalização semaforica, a partir da rodoviaria que beneficiara o sistema de transporte publico coletivo.","Administração Pública Municipal","MUNICIPIO DE BARRA DO PIRAI","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",96.12,3.88,"Nao",0
"279",806340,859468,"Convênio Anulado","NÃO","SIM","04/07/2014","04/09/2016",2016,"04/09/2016",523135.63,493100,30035.63,NA,493100,"VOLTA REDONDA","Pavimentação, drenagem, construção de calçadas e de ponte sobre o Córrego Brandão, no bairro Vila Santa Cecília.","Administração Pública Municipal","MUNICIPIO DE VOLTA REDONDA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",94.26,5.74,"Nao",0
"280",806467,881671,"Em execução","SIM","SIM","09/04/2015","31/12/2020",2016,"01/08/2016",1700000,1608750,91250,NA,0,"CACHOEIRAS DE MACACU","APOIO A PROJETOS DE INFRAESTRUTURA - PAVIMENTAÇÃO E DRENAGEM PLUVIAL NO MUNICÍPIO DE CACHOEIRAS DE MACACU -RJ","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,5.37,"Sim",54
"281",806540,859553,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/10/2014","01/10/2015",2015,"01/10/2015",985000,975000,10000,NA,975000,"SAO JOAO DE MERITI","REFORMA E MODERNIZAÇÃO DA VILA OLÍMPICA","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DE MERITI","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",98.98,1.02,"Nao",0
"282",806541,860256,"Prestação de Contas Concluída","NÃO","SIM","24/09/2014","01/12/2018",2016,"24/09/2016",329041.22,328488.22,553,335038.22,328488.22,"QUATIS","Implantação e modernização de infraestrutura esportiva - no município de Quatis, RJ","Administração Pública Municipal","MUNICIPIO DE QUATIS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",99.83,0.17,"Sim",27
"283",806660,827027,"Convênio Anulado","NÃO","SIM","09/04/2015","01/08/2017",2016,"01/08/2016",2600000,2437500,162500,NA,2437500,"CACHOEIRAS DE MACACU","CONSTRUÇÃO DE UM GINÁSIO POLIESPORTIVO NO MUNICÍPIO DE CACHOEIRAS DE MACACU","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",93.75,6.25,"Sim",12
"284",806661,832862,"Convênio Anulado","NÃO","SIM","10/07/2014","01/11/2016",2016,"01/03/2016",292500,243750,48750,NA,243750,"SAO PEDRO DA ALDEIA","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA","Administração Pública Municipal","MUNICIPIO DE SAO PEDRO DA ALDEIA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",83.33,16.67,"Sim",8
"285",806668,836636,"Convênio Anulado","NÃO","SIM","23/07/2014","23/09/2016",2016,"23/09/2016",449551.84,428913.22,20638.62,NA,428913.22,"VASSOURAS","IMPLANTAÇÃO E MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA - VASSOURAS - RJ","Administração Pública Municipal","MUNICIPIO DE VASSOURAS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",95.41,4.59,"Nao",0
